ID,name,country,origin,latitude,longitude,status,primaryfuel,secondaryfuel,capacity,lincost,cyclecost,minuptime,mindowntime,minonlinecapacity,rampingup,rampingdown,fixedomcost,varomcost,levcapcost,capacityold,lincostold,age
CETBrasovCHPPRomania,CETBrasovCHPPRomania,ROU,n1431,45.6623,25.646,Online,Coal,Unknown,100.0,21.78697294,6500.0,8,8,20.0,0.4,0.4,61301,2.1,0.12,100.0,21.78697294,old
CETGovoraCoalCHPPRomania,CETGovoraCoalCHPPRomania,ROU,n1468,45.04,24.29,Online,Coal,Unknown,200.0,22.3581515,13000.0,8,8,40.0,0.4,0.4,61301,2.1,0.12,200.0,22.3581515,old
RomagTermoCHPPRomania,RomagTermoCHPPRomania,ROU,n1447,44.6754,22.6883,Online,Coal,Unknown,225.0,21.98045377,14625.0,8,8,45.0,0.4,0.4,61301,2.1,0.12,225.0,21.98045377,old
Brazi(DalkiaTermoPrahova)ThermalCHPPPowerPlantRomania,Brazi(DalkiaTermoPrahova)ThermalCHPPPowerPlantRomania,ROU,n1462,44.8833,26.008879999999998,Online,Oil,Unknown,610.0,129.6148327,33550.0,2,4,244.0,1.0,1.0,32151,2.7,0.06,610.0,129.6148327,old
MartiguesCombustionOilPowerPlantFrance,MartiguesCombustionOilPowerPlantFrance,FRA,n508,43.35757507,5.020494461,Online,Oil,Unknown,750.0,128.1013544,41250.0,2,4,300.0,1.0,1.0,32151,2.7,0.06,750.0,128.1013544,old
AmercoeurCCGTPowerPlantBelgium,AmercoeurCCGTPowerPlantBelgium,BEL,n555,50.4304,4.3955,Online,Gas,Unknown,420.0,51.18119082,23100.0,2,4,168.0,1.0,1.0,32151,2.7,0.06,420.0,51.18119082,old
SaintGhislainCCGTPowerPlantBelgium,SaintGhislainCCGTPowerPlantBelgium,BEL,n226,50.4719,3.8248,Online,Gas,Unknown,350.0,54.23485315,19250.0,2,4,140.0,1.0,1.0,32151,2.7,0.06,350.0,54.23485315,old
RingvaartCCGTPowerPlantBelgium,RingvaartCCGTPowerPlantBelgium,BEL,n539,51.1049,3.7257,Online,Gas,Unknown,359.0,54.64777577,19745.0,2,4,143.6,1.0,1.0,32151,2.7,0.06,359.0,54.64777577,old
BruggeHerdersbrugCCGTPowerPlantBelgium,BruggeHerdersbrugCCGTPowerPlantBelgium,BEL,n536,51.2629,3.2112,Online,Gas,Unknown,460.0,59.945809,25300.0,2,4,184.0,1.0,1.0,32151,2.7,0.06,460.0,59.945809,old
COOIandIIPumpedStorageHydroelectricPowerProjectBelgium,COOIandIIPumpedStorageHydroelectricPowerProjectBelgium,BEL,n551,50.3849,5.8618,Online,Hydro,Unknown,1164.0,6.642301482000001,5005.2,0,0,116.4,1.0,1.0,14520,5.8,0.16,1164.0,6.642301482000001,old
DrogenbosCCGTPowerPlantBelgium,DrogenbosCCGTPowerPlantBelgium,BEL,n546,50.8023,4.2989999999999995,Online,Gas,Unknown,538.0,55.47838207,29590.0,2,4,215.2,1.0,1.0,32151,2.7,0.06,538.0,55.47838207,old
Awirs4and5thermalPowerPlantBelgium,Awirs4and5thermalPowerPlantBelgium,BEL,n548,50.5851,5.4179999999999975,Online,Gas,Unknown,389.0,58.43347961,21395.0,2,4,155.6,1.0,1.0,32151,2.7,0.06,389.0,58.43347961,old
RodenhuizeThermalPowerPlantBelgium,RodenhuizeThermalPowerPlantBelgium,BEL,n539,51.1337,3.7759,Online,Coal,Unknown,438.0,40.501316100000004,28470.0,8,8,87.6,0.4,0.4,61301,2.1,0.12,438.0,40.501316100000004,old
LangerloThermalPowerPlantBelgium,LangerloThermalPowerPlantBelgium,BEL,n544,50.9405,5.4906,Online,Coal,Unknown,556.0,37.73881985,36140.0,8,8,111.2,0.4,0.4,61301,2.1,0.12,556.0,37.73881985,old
KalloThermalPowerPlantBelgium,KalloThermalPowerPlantBelgium,BEL,n535,51.2577,4.2941,Online,Gas,Unknown,261.0,57.33871783,14355.0,2,4,104.4,1.0,1.0,32151,2.7,0.06,261.0,57.33871783,old
SeraingCCGTPowerPlantBelgium,SeraingCCGTPowerPlantBelgium,BEL,n548,50.603,5.4917,Online,Gas,Unknown,460.0,55.26038687,25300.0,2,4,184.0,1.0,1.0,32151,2.7,0.06,460.0,55.26038687,old
ExxonMobilAntwerpRefineryCHPPowerPlantBelgium,ExxonMobilAntwerpRefineryCHPPowerPlantBelgium,BEL,n535,51.2565,4.3383,Online,Gas,Unknown,130.0,51.60609953,7150.0,2,4,52.0,1.0,1.0,32151,2.7,0.06,130.0,51.60609953,old
Vilvoorde(VerbrandeBrug)CCGTPowerPlantBelgium,Vilvoorde(VerbrandeBrug)CCGTPowerPlantBelgium,BEL,n541,50.9414,4.4246,Online,Gas,Unknown,385.0,59.17722059,21175.0,2,4,154.0,1.0,1.0,32151,2.7,0.06,385.0,59.17722059,old
MarcinelleEnergie(Carsid)CCGTPowerPlantBelgium,MarcinelleEnergie(Carsid)CCGTPowerPlantBelgium,BEL,n555,50.4138,4.4067,Online,Gas,Unknown,410.0,58.95283448,22550.0,2,4,164.0,1.0,1.0,32151,2.7,0.06,410.0,58.95283448,old
PlateTailleHydroelectricPumpedStorageProjectBelgeium,PlateTailleHydroelectricPumpedStorageProjectBelgeium,BEL,n230,50.1884,4.3861,Online,Hydro,Unknown,144.0,5.9104890710000015,619.2,0,0,14.4,1.0,1.0,14520,5.8,0.16,144.0,5.9104890710000015,old
KnippegroenCCGTPowerPlantBelgium,KnippegroenCCGTPowerPlantBelgium,BEL,n539,51.1587,3.8068,Online,Unknown,Unknown,350.0,142.38875900000005,22750.0,8,8,140.0,1.0,1.0,0,0.0,0.0,350.0,142.38875900000005,old
RuienThermalPowerPlantBelgium,RuienThermalPowerPlantBelgium,BEL,n545,50.7836,3.4904,Online,Coal,Unknown,889.0,35.52180484,57785.0,8,8,177.8,0.4,0.4,61301,2.1,0.12,889.0,35.52180484,old
Ham(Ghent)OCGTandHeatPowerPlantBelgium,Ham(Ghent)OCGTandHeatPowerPlantBelgium,BEL,n539,51.0596,3.7364,Online,Gas,Unknown,156.0,51.61286507,8580.0,2,4,62.4,1.0,1.0,32151,2.7,0.06,156.0,51.61286507,old
AngleurGasPowerPlantBelgium,AngleurGasPowerPlantBelgium,BEL,n548,50.6177,5.5837,Online,Gas,Unknown,238.0,51.00743044,13090.0,2,4,95.2,1.0,1.0,32151,2.7,0.06,238.0,51.00743044,old
Buggenum(WillemAlexander)IGCCPowerPlantNetherlands,Buggenum(WillemAlexander)IGCCPowerPlantNetherlands,NLD,n628,51.2203,5.9725,Online,Gas,Unknown,253.0,51.58024793,13915.0,2,4,101.2,1.0,1.0,32151,2.7,0.06,253.0,51.58024793,old
Delesto2CCGTPowerPlantNetherlands,Delesto2CCGTPowerPlantNetherlands,NLD,n608,53.3185,6.9544,Online,Gas,Unknown,360.0,52.46395834,19800.0,2,4,144.0,1.0,1.0,32151,2.7,0.06,360.0,52.46395834,old
MolCoalPowerPlantBelgium(Shutdown),MolCoalPowerPlantBelgium(Shutdown),BEL,n538,51.2234,5.099,Online,Coal,Unknown,255.0,36.90624813,16575.0,8,8,51.0,0.4,0.4,61301,2.1,0.12,255.0,36.90624813,old
FloriffouxHydroelectricPowerPlantBelgium,FloriffouxHydroelectricPowerPlantBelgium,BEL,n555,50.4468,4.7767,Online,Hydro,Unknown,0.0,6.439748662,3.44,0,0,0.08,1.0,1.0,14520,5.8,0.16,0.8,6.439748662,old
GrandMaladesHydroelectricPowerPlantBelgium,GrandMaladesHydroelectricPowerPlantBelgium,BEL,n552,50.4665,4.8992,Online,Hydro,Unknown,0.0,6.9283729460000005,21.5,0,0,0.5,1.0,1.0,14520,5.8,0.16,5.0,6.9283729460000005,old
AndenneSeillesHydroelectricPowerPlantBelgium,AndenneSeillesHydroelectricPowerPlantBelgium,BEL,n552,50.4928,5.07,Online,Hydro,Unknown,9.0,6.48709355,38.7,0,0,0.9,1.0,1.0,14520,5.8,0.16,9.0,6.48709355,old
AmpsinNeuvilleHydroelectricPowerPlantBelgium,AmpsinNeuvilleHydroelectricPowerPlantBelgium,BEL,n548,50.5335,5.2962,Online,Hydro,Unknown,9.9,6.4165593360000015,42.57,0,0,0.99,1.0,1.0,14520,5.8,0.16,9.9,6.4165593360000015,old
MonsinHydroelectricPowerPlantBelgium,MonsinHydroelectricPowerPlantBelgium,BEL,n548,50.6517,5.6308,Online,Hydro,Unknown,19.7,6.682324387,84.71,0,0,1.97,1.0,1.0,14520,5.8,0.16,19.7,6.682324387,old
IvozRamet,IvozRamet,BEL,n548,50.5922,5.4613,Online,Hydro,Unknown,10.0,6.359734182,43.0,0,0,1.0,1.0,1.0,14520,5.8,0.16,10.0,6.359734182,old
LixheHydroelectricPowerPlantBelgium,LixheHydroelectricPowerPlantBelgium,BEL,n544,50.7517,5.6863,Online,Hydro,Unknown,20.0,6.79653814,86.0,0,0,2.0,1.0,1.0,14520,5.8,0.16,20.0,6.79653814,old
Beverce(Robertville)HydroelectricPowerProjectBelgium,Beverce(Robertville)HydroelectricPowerProjectBelgium,BEL,n992,50.4387,6.0386,Online,Hydro,Unknown,9.2,6.425739564,39.56,0,0,0.92,1.0,1.0,14520,5.8,0.16,9.2,6.425739564,old
HydrodelaVierre,HydrodelaVierre,BEL,n240,49.733000000000004,5.3770000000000024,Online,Hydro,Unknown,0.0,6.030160789,8.17,0,0,0.19,1.0,1.0,14520,5.8,0.16,1.9,6.030160789,old
HeiddeGoreuxHydroelectricPowerPlantBelgium,HeiddeGoreuxHydroelectricPowerPlantBelgium,BEL,n551,50.426,5.7328,Online,Hydro,Unknown,8.1,7.015073807,34.83,0,0,0.81,1.0,1.0,14520,5.8,0.16,8.1,7.015073807,old
ButgenbachHydroelectricPowerplantBelgium,ButgenbachHydroelectricPowerplantBelgium,BEL,n992,50.4359,6.2106,Online,Hydro,Unknown,0.0,6.38590106,7.74,0,0,0.18,1.0,1.0,14520,5.8,0.16,1.8,6.38590106,old
ChairaPumpedStorageHydroelectricPowerPlantBulgaria,ChairaPumpedStorageHydroelectricPowerPlantBulgaria,BGR,n1342,42.1589,23.87084500000001,Online,Hydro,Unknown,864.0,6.9721354689999995,3715.2,0,0,86.4,1.0,1.0,14520,5.8,0.16,864.0,6.9721354689999995,old
BelmekenPumpedStorageHydroelectricPowerPlantBulgaria,BelmekenPumpedStorageHydroelectricPowerPlantBulgaria,BGR,n1321,42.1995,23.858,Online,Hydro,Unknown,375.0,6.5754773029999996,1612.5,0,0,37.5,1.0,1.0,14520,5.8,0.16,375.0,6.5754773029999996,old
SestrimoHydroelectricPowerPlantBulgaria,SestrimoHydroelectricPowerPlantBulgaria,BGR,n1286,42.1913161,24.3321331,Online,Hydro,Unknown,240.0,6.653198066,1032.0,0,0,24.0,1.0,1.0,14520,5.8,0.16,240.0,6.653198066,old
MominaKlisuraHydroelectricPowerStationBulgaria,MominaKlisuraHydroelectricPowerStationBulgaria,BGR,n1321,42.2319,23.9494,Online,Hydro,Unknown,120.0,5.974604126,516.0,0,0,12.0,1.0,1.0,14520,5.8,0.16,120.0,5.974604126,old
MaritsaIztok1CoalPowerPlantBulgaria,MaritsaIztok1CoalPowerPlantBulgaria,BGR,n1328,42.1573,25.9084,Online,Coal,Unknown,670.0,24.61521322,43550.0,8,8,134.0,0.4,0.4,61301,2.1,0.12,670.0,24.61521322,old
MaritsaIztok2CoalPowerPlantBulgaria,MaritsaIztok2CoalPowerPlantBulgaria,BGR,n1290,42.255,26.135,Online,Coal,Unknown,1450.0,23.97994126,94250.0,8,8,290.0,0.4,0.4,61301,2.1,0.12,1450.0,23.97994126,old
MaritsaIztok3CoalPowerPlantBulgaria,MaritsaIztok3CoalPowerPlantBulgaria,BGR,n1328,42.1444,26.0033,Online,Coal,Unknown,0.0,22.80213105,54600.0,8,8,168.0,0.4,0.4,61301,2.1,0.12,840.0,22.80213105,old
BobovDolCoalPowerPlantBulgaria,BobovDolCoalPowerPlantBulgaria,BGR,n1285,42.285556,23.032778,Online,Coal,Unknown,630.0,39.88227332,40950.0,8,8,126.0,0.4,0.4,61301,2.1,0.12,630.0,39.88227332,old
Maritsa3CoalPowerPlantBulgaria,Maritsa3CoalPowerPlantBulgaria,BGR,n1329,42.0524,25.62377,Online,Coal,Unknown,120.0,37.78878849,7800.0,8,8,24.0,0.4,0.4,61301,2.1,0.12,120.0,37.78878849,old
VarnaCoalPowerPlantBulgaria,VarnaCoalPowerPlantBulgaria,BGR,n1299,43.19600000000001,27.7644,Online,Coal,Unknown,1260.0,34.97346011,81900.0,8,8,252.0,0.4,0.4,61301,2.1,0.12,1260.0,34.97346011,old
BatakHydroelectricPowerPlantBulgaria,BatakHydroelectricPowerPlantBulgaria,BGR,n1342,41.922589,24.1694,Online,Hydro,Unknown,46.8,6.695377752000001,201.24,0,0,4.68,1.0,1.0,14520,5.8,0.16,46.8,6.695377752000001,old
OrfeusPumpedStorageHydroelectricPowerPlantBulgeria,OrfeusPumpedStorageHydroelectricPowerPlantBulgeria,BGR,n1324,41.9404,24.4471,Online,Hydro,Unknown,160.0,6.117796922,688.0,0,0,16.0,1.0,1.0,14520,5.8,0.16,160.0,6.117796922,old
KrichimHydroelectricPowerPlantBulgaria,KrichimHydroelectricPowerPlantBulgaria,BGR,n1286,41.99178,24.468033,Online,Hydro,Unknown,80.0,6.197759332,344.0,0,0,8.0,1.0,1.0,14520,5.8,0.16,80.0,6.197759332,old
TeshelHydroelectricPowerPlantBulgaria,TeshelHydroelectricPowerPlantBulgaria,BGR,n1324,41.6428,24.153000000000002,Online,Hydro,Unknown,60.0,5.963080097000001,258.0,0,0,6.0,1.0,1.0,14520,5.8,0.16,60.0,5.963080097000001,old
DevinHydroelectricPowerPlantBulgaria,DevinHydroelectricPowerPlantBulgaria,BGR,n1324,41.7201,24.425,Online,Hydro,Unknown,80.0,6.240114284,344.0,0,0,8.0,1.0,1.0,14520,5.8,0.16,80.0,6.240114284,old
PeshteraHydroelectricPowerPlantBulgaria,PeshteraHydroelectricPowerPlantBulgaria,BGR,n1286,42.0135,24.2579,Online,Hydro,Unknown,128.0,6.198789106,550.4,0,0,12.8,1.0,1.0,14520,5.8,0.16,128.0,6.198789106,old
AlekoHydroelectricPowerPlantBulgaria,AlekoHydroelectricPowerPlantBulgaria,BGR,n1286,42.1194,24.289,Online,Hydro,Unknown,66.0,5.948104699,283.8,0,0,6.6,1.0,1.0,14520,5.8,0.16,66.0,5.948104699,old
KardzhaliHydroelectricPowerPlantBulgaria,KardzhaliHydroelectricPowerPlantBulgaria,BGR,n1326,41.6334,25.34,Online,Hydro,Unknown,106.0,6.843207064,455.8,0,0,10.6,1.0,1.0,14520,5.8,0.16,106.0,6.843207064,old
StudenKladenetsHydroelectricPowerPlantBulgaria,StudenKladenetsHydroelectricPowerPlantBulgaria,BGR,n1341,41.6195,25.6415,Online,Hydro,Unknown,82.0,5.833721841,352.6,0,0,8.2,1.0,1.0,14520,5.8,0.16,82.0,5.833721841,old
IvaylovgradHydroelectricPowerPlantBulgaria,IvaylovgradHydroelectricPowerPlantBulgaria,BGR,n1341,41.5837,26.1074,Online,Hydro,Unknown,104.0,6.125496492999999,447.2,0,0,10.4,1.0,1.0,14520,5.8,0.16,104.0,6.125496492999999,old
PrunerovIandIICHPCoalPowerPlantCzeech,PrunerovIandIICHPCoalPowerPlantCzeech,CZE,n1047,50.418,13.259,Online,Coal,Unknown,1490.0,23.0339733,96850.0,8,8,298.0,0.4,0.4,61301,2.1,0.12,1490.0,23.0339733,old
ChvaleticeCoalPowerPlantCzech,ChvaleticeCoalPowerPlantCzech,CZE,n1055,50.0275,15.4533,Online,Coal,Unknown,800.0,25.39693189,52000.0,8,8,160.0,0.4,0.4,61301,2.1,0.12,800.0,25.39693189,old
PoceradyCoalPowerPlantCzech,PoceradyCoalPowerPlantCzech,CZE,n1044,50.4268,13.6788,Online,Coal,Unknown,1000.0,25.09817284,65000.0,8,8,200.0,0.4,0.4,61301,2.1,0.12,1000.0,25.09817284,old
DetmaroviceCoalPowerPlantCzech,DetmaroviceCoalPowerPlantCzech,CZE,n1168,49.9058,18.4681,Online,Coal,Unknown,800.0,35.95491821,52000.0,8,8,160.0,0.4,0.4,61301,2.1,0.12,800.0,35.95491821,old
TusimiceCoalPowerPlantCzech,TusimiceCoalPowerPlantCzech,CZE,n1047,50.38247,13.340213,Online,Coal,Unknown,800.0,23.90736044,52000.0,8,8,160.0,0.4,0.4,61301,2.1,0.12,800.0,23.90736044,old
MelnikIIandIIICoalPowerPlantsCzech,MelnikIIandIIICoalPowerPlantsCzech,CZE,n1041,50.4119,14.4188,Online,Coal,Unknown,720.0,21.86477922,46800.0,8,8,144.0,0.4,0.4,61301,2.1,0.12,720.0,21.86477922,old
MelnikICoalPowerPlantsCzech,MelnikICoalPowerPlantsCzech,CZE,n1041,50.4146,14.4138,Online,Coal,Unknown,352.0,24.41370159,22880.0,8,8,70.4,0.4,0.4,61301,2.1,0.12,352.0,24.41370159,old
LedviceCoalPowerPlantCzech,LedviceCoalPowerPlantCzech,CZE,n1044,50.5766,13.7794,Online,Coal,Unknown,330.0,22.17329482,21450.0,8,8,66.0,0.4,0.4,61301,2.1,0.12,330.0,22.17329482,old
OpatoviceCHPCoalPowerPlantCzech,OpatoviceCHPCoalPowerPlantCzech,CZE,n1043,50.1264,15.7922,Online,Coal,Unknown,363.0,23.13669193,23595.0,8,8,72.6,0.4,0.4,61301,2.1,0.12,363.0,23.13669193,old
KomoranyCHPCioalPowerPlantCzech,KomoranyCHPCioalPowerPlantCzech,CZE,n1044,50.522,13.5718,Online,Coal,Unknown,237.0,25.99312016,15405.0,8,8,47.4,0.4,0.4,61301,2.1,0.12,237.0,25.99312016,old
TisovaCHPCoalPowerPlantCzech,TisovaCHPCoalPowerPlantCzech,CZE,n1059,50.1496,12.6108,Online,Coal,Unknown,295.8,24.14420104,19227.0,8,8,59.16,0.4,0.4,61301,2.1,0.12,295.8,24.14420104,old
PetromBraziCCGTPowerPlantRomania,PetromBraziCCGTPowerPlantRomania,ROU,n1462,44.8802,25.9988,Online,Gas,Unknown,860.0,58.55191354,47300.0,2,4,344.0,1.0,1.0,32151,2.7,0.06,860.0,58.55191354,old
MontezicPumpStorageHydroelectricPowerStationFrance,MontezicPumpStorageHydroelectricPowerStationFrance,FRA,n466,44.733999999999995,2.641,Online,Hydro,Unknown,910.0,6.115984962000001,3913.0,0,0,91.0,1.0,1.0,14520,5.8,0.16,910.0,6.115984962000001,old
KladnoCHPThermalPowerPlantCzech,KladnoCHPThermalPowerPlantCzech,CZE,n1057,50.15318,14.128979999999999,Online,Unknown,Unknown,388.0,117.08538859999999,25220.0,8,8,155.2,1.0,1.0,0,0.0,0.0,388.0,117.08538859999999,old
PoriciCoalPowerPlantCzech,PoriciCoalPowerPlantCzech,CZE,n1156,50.5727,15.9634,Online,Coal,Unknown,165.0,25.88939079,10725.0,8,8,33.0,0.4,0.4,61301,2.1,0.12,165.0,25.88939079,old
HodoninCoalCHPPowerPlantCzech,HodoninCoalCHPPowerPlantCzech,CZE,n1212,48.8474,17.1197,Online,Coal,Unknown,95.0,24.10241107,6175.0,8,8,19.0,0.4,0.4,61301,2.1,0.12,95.0,24.10241107,old
VresovaCCGTPowerPlantCzechRepublic,VresovaCCGTPowerPlantCzechRepublic,CZE,n1050,50.25764,12.6932,Online,Coal,Unknown,370.0,38.987547,24050.0,8,8,74.0,0.4,0.4,61301,2.1,0.12,370.0,38.987547,old
LipnoHydroelectricPowerPlantCzechRepublic,LipnoHydroelectricPowerPlantCzechRepublic,CZE,n1073,48.6333,14.2375,Online,Hydro,Unknown,120.0,6.5733380210000005,516.0,0,0,12.0,1.0,1.0,14520,5.8,0.16,120.0,6.5733380210000005,old
SlapyHydroelectricPowerPlantCzechRepublic,SlapyHydroelectricPowerPlantCzechRepublic,CZE,n1058,49.82354,14.434501000000001,Online,Hydro,Unknown,144.0,5.912122646,619.2,0,0,14.4,1.0,1.0,14520,5.8,0.16,144.0,5.912122646,old
StechoviceIHydroelectricPowerPlantCzechRepublic,StechoviceIHydroelectricPowerPlantCzechRepublic,CZE,n1058,49.84625,14.42176,Online,Hydro,Unknown,22.5,6.9222015,96.75,0,0,2.25,1.0,1.0,14520,5.8,0.16,22.5,6.9222015,old
StechoviceIIPSHydroelectricPowerPlantCzechRepublic,StechoviceIIPSHydroelectricPowerPlantCzechRepublic,CZE,n1058,49.8455,14.420670000000001,Online,Hydro,Unknown,45.0,5.950778452000001,193.5,0,0,4.5,1.0,1.0,14520,5.8,0.16,45.0,5.950778452000001,old
OrlikHydroelectricPowerPlantCzechRepublic,OrlikHydroelectricPowerPlantCzechRepublic,CZE,n1066,49.6064,14.1812,Online,Hydro,Unknown,364.0,6.358074215,1565.2,0,0,36.4,1.0,1.0,14520,5.8,0.16,364.0,6.358074215,old
DalesicePumpedStorageHydroelectricPowerPlantCzechRepublic,DalesicePumpedStorageHydroelectricPowerPlantCzechRepublic,CZE,n1071,49.125,16.1224,Online,Hydro,Unknown,450.0,7.024691138,1935.0,0,0,45.0,1.0,1.0,14520,5.8,0.16,450.0,7.024691138,old
DlouheStranePumpedStorageHydroelectricPowerPlantCzechRepublic,DlouheStranePumpedStorageHydroelectricPowerPlantCzechRepublic,CZE,n1042,50.08259,17.180557,Online,Hydro,Unknown,650.0,6.983341055,2795.0,0,0,65.0,1.0,1.0,14520,5.8,0.16,650.0,6.983341055,old
KamykHydroelectricPowerPlantCzechRepublic,KamykHydroelectricPowerPlantCzechRepublic,CZE,n1066,49.633,14.2468,Online,Hydro,Unknown,40.0,6.331349831,172.0,0,0,4.0,1.0,1.0,14520,5.8,0.16,40.0,6.331349831,old
VraneHydroelectricPowerPlantCzechRepublic,VraneHydroelectricPowerPlantCzechRepublic,CZE,n1057,49.9381,14.3749,Online,Hydro,Unknown,13.88,6.623006264,59684.0,0,0,1388.0,1.0,1.0,14520,5.8,0.16,13.88,6.623006264,old
StrekovHydroelectricPowerPlantCzechRepublic,StrekovHydroelectricPowerPlantCzechRepublic,CZE,n1041,50.6386,14.0478,Online,Hydro,Unknown,19.5,6.595093969,83.85,0,0,1.95,1.0,1.0,14520,5.8,0.16,19.5,6.595093969,old
OpoleCoalPowerPlantPoland,OpoleCoalPowerPlantPoland,POL,n1149,50.75100000000001,17.8825,Online,Coal,Unknown,1532.0,37.31676448,99580.0,8,8,306.4,0.4,0.4,61301,2.1,0.12,1532.0,37.31676448,old
TauronSierszaPowerPlantPoland,TauronSierszaPowerPlantPoland,POL,n1160,50.2086,19.4609,Online,Coal,Unknown,676.0,41.51295486,43940.0,8,8,135.2,0.4,0.4,61301,2.1,0.12,676.0,41.51295486,old
TauronStalowaWolaCoalPowerPlantPoland,TauronStalowaWolaCoalPowerPlantPoland,POL,n1128,50.5525,22.081111,Online,Coal,Unknown,250.0,36.71345957,16250.0,8,8,50.0,0.4,0.4,61301,2.1,0.12,250.0,36.71345957,old
RoznowHydroelectricPowerPlantPoland,RoznowHydroelectricPowerPlantPoland,POL,n1158,49.7614,20.6631,Online,Hydro,Unknown,50.0,6.879802529,215.0,0,0,5.0,1.0,1.0,14520,5.8,0.16,50.0,6.879802529,old
PorabkaZarPumpedStoragePowerPlantPoland,PorabkaZarPumpedStoragePowerPlantPoland,POL,n1167,49.7809,19.211479999999998,Online,Hydro,Unknown,500.0,6.89073001,2150.0,0,0,50.0,1.0,1.0,14520,5.8,0.16,500.0,6.89073001,old
CzchowHydroelectricPowerPlantPoland,CzchowHydroelectricPowerPlantPoland,POL,n1158,49.81,20.680556,Online,Hydro,Unknown,8.0,6.071718636,34.4,0,0,0.8,1.0,1.0,14520,5.8,0.16,8.0,6.071718636,old
DychowPumpedStorageHydroelectricPowerPlantPoland,DychowPumpedStorageHydroelectricPowerPlantPoland,POL,n813,51.9883,15.053332999999999,Online,Hydro,Unknown,90.0,6.7999829689999975,387.0,0,0,9.0,1.0,1.0,14520,5.8,0.16,90.0,6.7999829689999975,old
WloclawekHydroelectricPowerPlantPoland,WloclawekHydroelectricPowerPlantPoland,POL,n1090,52.6564,19.1339,Online,Hydro,Unknown,160.2,5.913974023,688.86,0,0,16.02,1.0,1.0,14520,5.8,0.16,160.2,5.913974023,old
ZydowoPumpedStorageHydroelectricPowerPlantPoland,ZydowoPumpedStorageHydroelectricPowerPlantPoland,POL,n1082,54.024965,16.7069,Online,Hydro,Unknown,151.0,6.753386139,649.3,0,0,15.1,1.0,1.0,14520,5.8,0.16,151.0,6.753386139,old
DebeHydroelectricPowerPlantPoland,DebeHydroelectricPowerPlantPoland,POL,n1091,52.4883,20.9236,Online,Hydro,Unknown,20.0,6.893418499,86.0,0,0,2.0,1.0,1.0,14520,5.8,0.16,20.0,6.893418499,old
PorabkaHydroelectricPowerPlantPoland,PorabkaHydroelectricPowerPlantPoland,POL,n1167,49.8073,19.202,Online,Hydro,Unknown,12.6,7.020518574,54.18,0,0,1.26,1.0,1.0,14520,5.8,0.16,12.6,7.020518574,old
MyczkowceHydroelectricPowerPlantPoland,MyczkowceHydroelectricPowerPlantPoland,POL,n1244,49.4311,22.4084,Online,Hydro,Unknown,8.2,6.835902077,35.26,0,0,0.82,1.0,1.0,14520,5.8,0.16,8.2,6.835902077,old
SolinaPumpedStorageHydroelectricPowerPlantPoland,SolinaPumpedStorageHydroelectricPowerPlantPoland,POL,n1244,49.3956,22.454,Online,Hydro,Unknown,200.0,6.061901272999999,860.0,0,0,20.0,1.0,1.0,14520,5.8,0.16,200.0,6.061901272999999,old
TresnaHydroelectricPowerPlantPoland,TresnaHydroelectricPowerPlantPoland,POL,n1167,49.7473,19.2075,Online,Hydro,Unknown,21.0,5.809066412999999,90.3,0,0,2.1,1.0,1.0,14520,5.8,0.16,21.0,5.809066412999999,old
NiedzicaPumpedStoragePowerPlantPoland,NiedzicaPumpedStoragePowerPlantPoland,POL,n1198,49.4192,20.3228,Online,Hydro,Unknown,92.8,6.420744078999999,399.04,0,0,9.28,1.0,1.0,14520,5.8,0.16,92.8,6.420744078999999,old
ZurHydroelectricPowerPlantPoland,ZurHydroelectricPowerPlantPoland,POL,n1084,53.5613,18.354,Online,Hydro,Unknown,8.0,6.036454824,34.4,0,0,0.8,1.0,1.0,14520,5.8,0.16,8.0,6.036454824,old
GrodekHydroelectricPowerPlantPoland,GrodekHydroelectricPowerPlantPoland,POL,n1084,53.4999,18.3736,Online,Hydro,Unknown,3.5,6.745068726,15.05,0,0,0.35,1.0,1.0,14520,5.8,0.16,3.5,6.745068726,old
KoronowoHydroelectricPowerPlantPoland,KoronowoHydroelectricPowerPlantPoland,POL,n1089,53.2753,17.9527,Online,Hydro,Unknown,26.0,5.995964875,111.8,0,0,2.6,1.0,1.0,14520,5.8,0.16,26.0,5.995964875,old
BielkowoHydroelectricPowerPlantPoland,BielkowoHydroelectricPowerPlantPoland,POL,n1079,54.2696,18.51,Online,Hydro,Unknown,7.2,6.572786312000001,30.96,0,0,0.72,1.0,1.0,14520,5.8,0.16,7.2,6.572786312000001,old
BrzegDolny(WalySlaskie)HydroelectricPowerPlantPoland,BrzegDolny(WalySlaskie)HydroelectricPowerPlantPoland,POL,n1130,51.2605,16.7656,Online,Hydro,Unknown,9.8,6.7338026289999995,42.14,0,0,0.98,1.0,1.0,14520,5.8,0.16,9.8,6.7338026289999995,old
PilchowiceHydroelectricPowerPlantPoland,PilchowiceHydroelectricPowerPlantPoland,POL,n1148,50.964,15.645,Online,Hydro,Unknown,7.5,6.106448095,32.25,0,0,0.75,1.0,1.0,14520,5.8,0.16,7.5,6.106448095,old
