fromNode,toNode,X,Y,limit,length
n1386,n1388,0.010905,91.70105456,10000,42.91129117
n1387,n1402,0.11849,8.439530762,10000,95.51282762
n1387,n1230,0.04363,22.92000917,1330,71.49347734
n1387,n1406,0.04163,24.0211386,10000,37.73191243
n1387,n1355,0.03151,31.73595684,1264,70.26575899
n1380,n1403,0.01601,62.4609619,10000,30.48260105
n1380,n1388,0.01234,81.03727715,10000,62.4952009
n1380,n1398,0.08647,11.56470452,10000,69.54638061
n1380,n1381,0.02181,45.85052728,10000,46.92824787
n1380,n1405,0.04804,20.81598668,10000,43.08071485
n1380,n1404,0.04804,20.81598668,10000,28.48378946
n1382,n1407,0.05765,17.34605377,10000,54.99194762
n1382,n1381,0.02882,34.6981263,10000,20.16541385
n1382,n1383,0.01939,51.57297576,10000,34.86920714
n1383,n1381,0.0303,33.00330033,10000,38.71511763
n368,n369,0.02157,46.36068614,10000,25.37855755
n369,n351,0.01225,81.63265306,10000,51.59415506
n369,n307,0.05158,19.38735944,10000,183.2372868
n369,n328,0.1114,8.976660682,10000,83.38278886
n369,n362,0.007868015,127.0968661,10000,20.22795187
n366,n359,0.00521,191.9385797,10000,19.66143924
n367,n358,0.0352,28.40909091,10000,26.53458966
n364,n339,0.09294,10.75962987,10000,63.64587697
n364,n302,0.03109,32.16468318,10000,153.043972
n364,n380,0.01053,94.96676163,10000,53.51497445
n364,n389,0.03231,30.95017023,10000,89.47044563
n364,n365,0.03992,25.0501002,10000,26.72941385
n364,n311,0.04797,20.84636231,10000,130.1572337
n364,n360,0.04482,22.31146809,10000,29.08761118
n362,n353,0.06923,14.44460494,10000,43.96457632
n362,n338,0.10445,9.573958832,10000,48.24780396
n363,n356,0.03342,29.92220227,10000,42.63523326
n363,n381,0.06282,15.91849729,10000,59.40237673
n361,n332,0.0858,11.65501166,10000,62.43396751
n380,n387,0.00652,153.3742331,10000,24.41881501
n382,n389,0.02058,48.59086492,10000,23.99934829
n387,n389,0.03768,26.53927813,10000,22.05676963
n389,n427,0.12583,7.94723039,10000,115.3240099
n258,n238,0.00929,107.6426265,10000,43.63731113
n258,n265,0.03124,32.01024328,10000,39.38296231
n258,n253,0.04913,20.35416243,10000,30.80791209
n258,n269,0.01962,50.96839959,10000,76.52771259
n259,n252,0.06674,14.98351813,10000,42.23010965
n259,n262,0.01556,64.26735219,10000,19.65673131
n259,n237,0.08766,11.40771161,10000,61.13286859
n259,n267,0.0142,70.42253521,10000,23.98102352
n253,n268,0.0461,21.69197397,10000,27.73638651
n250,n266,0.00951,105.1524711,10000,32.99938436
n250,n305,0.02157,46.36068614,10000,79.80943347
n251,n239,0.00834,119.9040767,10000,35.99841276
n256,n289,0.01232,81.16883117,10000,59.86287952
n256,n264,0.02262,44.2086649,10000,27.48339116
n257,n263,0.02526,39.58828187,10000,25.69960738
n257,n948,0.04365,22.90950745,1000,32.03149809
n257,n287,0.03858,25.92016589,10000,62.15201567
n257,n255,0.01176037,85.0313352,10000,30.4606184
n254,n255,0.007922956,126.2155236,10000,18.44408515
n255,n947,0.01223,81.76614881,2340,52.16350389
n168,n158,0.11281,8.86446237,10000,75.20343791
n168,n144,0.02627,38.06623525,10000,135.02299
n168,n180,0.02762,36.20564808,10000,71.46594469
n168,n154,0.06981,14.32459533,10000,131.7898037
n169,n161,0.07987,12.52034556,10000,53.74998938
n169,n163,0.0625,16,10000,43.40369785
n164,n133,0.03534,28.29654782,10000,162.2808349
n164,n188,0.07042,14.20051122,10000,179.5522245
n164,n154,0.06071,16.47175095,10000,207.6214103
n164,n193,0.10527,9.49938254,10000,231.0709697
n164,n149,0.05181,19.30129319,10000,190.8064698
n165,n18,0.00575,173.9130435,750,9.603080135
n165,n163,0.02603,38.41721091,10000,44.78983924
n166,n151,0.32483,3.078533387,10000,194.593003
n166,n153,0.08044,12.43162606,10000,65.46645968
n166,n155,0.13015,7.683442182,10000,78.17064553
n166,n161,0.04552,21.96836555,10000,27.70422229
n167,n160,0.02117,47.23665564,10000,33.78881755
n160,n151,0.03235,30.91190108,10000,55.00673747
n160,n156,0.04445,22.49718785,10000,26.75744689
n162,n151,0.23442,4.265847624,10000,146.6839293
n163,n157,0.02528,39.55696203,10000,84.25022299
n1090,n1087,0.03779,26.46202699,10000,32.22788316
n1090,n1102,0.11093,9.014693951,10000,89.6900096
n1090,n1080,0.14083,7.100759781,10000,130.8474768
n679,n666,0.02437,41.03405827,10000,51.34208431
n1098,n1095,0.11757,8.505571149,10000,67.07237326
n1098,n1096,0.0615,16.2601626,10000,35.21182672
n1098,n1112,0.16071,6.222388153,10000,125.0634729
n1098,n1099,0.0733,13.6425648,10000,49.12683491
n1098,n1100,0.02293,43.61098997,10000,24.07931361
n671,n666,0.0125,80,10000,25.34491206
n671,n706,0.19466,5.137162232,10000,153.7329551
n671,n661,0.01369,73.04601899,10000,34.78425411
n671,n668,0.17249,5.797437533,10000,124.0819157
n809,n795,0.02902,34.4589938,10000,46.29923041
n808,n780,0.0658,15.19756839,10000,117.9151178
n808,n802,0.00609,164.2036125,10000,19.02142981
n808,n801,0.03049,32.79763857,10000,38.55527956
n808,n813,0.01941,51.51983514,10000,81.49590443
n808,n814,0.02821,35.44842255,10000,47.52919527
n808,n805,0.01162,86.05851979,10000,45.50541066
n803,n800,0.02412,41.45936982,10000,23.73488031
n803,n798,0.02897,34.51846738,10000,24.26801177
n802,n770,0.03567,28.03476311,10000,184.0600077
n801,n806,0.01516,65.96306069,10000,18.98018788
n800,n785,0.03387,29.52465309,10000,62.05806362
n800,n810,0.01924,51.97505198,10000,31.12480535
n807,n811,0.0045,222.2222222,10000,19.54991898
n807,n795,0.01313,76.1614623,10000,58.30480603
n807,n611,0.02576,38.81987578,2640,21.77834104
n806,n814,0.0153,65.35947712,10000,48.72679019
n806,n812,0.03612,27.6854928,10000,35.72273667
n805,n819,0.02508,39.87240829,10000,99.34497512
n804,n793,0.00815,122.6993865,10000,39.90773854
n608,n607,0.0033,303.030303,10000,19.34713401
n608,n611,0.00294,340.1360544,10000,19.19022874
n1158,n1139,0.01808,55.30973451,10000,44.55338262
n1158,n1163,0.0303,33.00330033,10000,66.89982841
n1158,n1152,0.0188,53.19148936,10000,57.50107025
n1155,n1164,0.01867,53.56186395,10000,27.94112135
n1157,n1165,0.00759,131.7523057,10000,27.07216787
n1150,n1160,0.05089,19.65022598,10000,25.19053661
n1153,n1160,0.01525,65.57377049,10000,22.28871903
n1152,n1139,0.03067,32.60515161,10000,51.96972814
n1152,n1163,0.01374,72.78020378,10000,26.65464857
n59,n58,0.03497,28.59593938,10000,21.46019304
n59,n48,0.03903,25.62131694,10000,31.01460242
n59,n49,0.01855,53.9083558,10000,38.60595038
n58,n49,0.04732,21.13271344,10000,20.98225528
n55,n46,0.06678,14.97454328,10000,52.40054339
n55,n74,0.04521,22.11900022,10000,35.74420569
n54,n51,0.03914,25.54931017,10000,73.48710284
n54,n42,0.03793,26.36435539,10000,74.90779033
n54,n70,0.02292,43.63001745,10000,49.27416592
n57,n56,0.09463,10.56747332,10000,57.94171115
n57,n42,0.04225,23.66863905,10000,37.55969275
n56,n88,0.07783,12.848516,10000,104.4941562
n56,n52,0.02997,33.36670003,10000,19.2431856
n51,n32,0.03249,30.77870114,10000,52.56473571
n51,n31,0.02187,45.72473708,10000,51.22893401
n51,n63,0.04515,22.14839424,10000,87.62399828
n50,n63,0.06031,16.58099818,10000,45.17989642
n53,n69,0.01599,62.53908693,10000,37.88969037
n537,n535,0.00434,230.4147465,10000,23.54234853
n537,n538,0.01083,92.33610342,10000,35.56978414
n536,n539,0.00666,150.1501502,10000,15.73472049
n535,n534,0.0052,192.3076923,10000,23.19933846
n535,n539,0.00837,119.474313,10000,32.32317316
n533,n530,0.05036,19.85702939,10000,31.22423066
n532,n523,0.01345,74.34944238,10000,67.68083455
n531,n75,0.04977,20.09242516,330,33.75336235
n531,n528,0.10159,9.843488532,10000,68.499101
n531,n522,0.09265,10.79330815,10000,71.50474623
n530,n518,0.08434,11.85677022,10000,75.75637927
n530,n527,0.04408,22.68602541,10000,33.08215935
n1081,n1096,0.05831,17.14971703,10000,142.9340182
n429,n424,0.02822,35.43586109,10000,17.67919977
n428,n434,0.05917,16.90045631,10000,38.09505733
n428,n427,0.08218,12.16841081,10000,48.66749103
n1398,n1345,0.09928,10.07252216,275,85.27784418
n1398,n1410,0.03843,26.0213375,10000,27.46881477
n1398,n1409,0.01922,52.02913632,10000,20.1376261
n1398,n1397,0.03843,26.0213375,10000,36.30001138
n1398,n1402,0.05765,17.34605377,10000,45.00447008
n1398,n1401,0.03202,31.23048095,10000,30.28800944
n1398,n1400,0.57645,1.734755833,10000,47.4506805
n1398,n1405,0.16012,6.245316013,10000,105.6830008
n421,n458,0.0645,15.50387597,10000,141.6473916
n420,n438,0.06004,16.65556296,10000,56.63622115
n423,n676,0.03602,27.76235425,3100,129.0045688
n423,n439,0.027509311,36.35132904,10000,47.32952705
n423,n434,0.00813,123.00123,10000,36.45099049
n423,n430,0.0377,26.52519894,10000,25.85923045
n423,n431,0.01001,99.9000999,10000,24.65366621
n422,n434,0.01637,61.08735492,10000,69.78215729
n422,n427,0.006001248,166.6320139,10000,29.33982914
n425,n405,0.07049,14.18640942,10000,61.35900432
n425,n432,0.03582,27.9173646,10000,27.9338089
n424,n430,0.03014,33.17850033,10000,22.63745005
n427,n442,0.04424,22.6039783,10000,41.27762611
n427,n440,0.037490665,26.67330621,10000,53.21020051
n427,n447,0.03606,27.73155851,10000,83.43126088
n427,n470,0.02478,40.3551251,10000,125.7041456
n427,n437,0.020015224,49.96196836,10000,38.17288378
n427,n436,0.019512733,51.24858725,10000,57.31452052
n427,n434,0.02145,46.62004662,10000,86.27374556
n427,n418,0.02515,39.76143141,10000,34.4567605
n426,n445,0.06699,14.92760113,10000,61.02488793
n229,n232,0.07604,13.15097317,10000,46.25355986
n228,n233,0.0194,51.54639175,10000,37.32601025
n227,n225,0.00967,103.4126163,10000,21.59166291
n227,n232,0.01778,56.24296963,10000,33.02243782
n227,n218,0.02058,48.59086492,10000,78.05618642
n227,n239,0.01227,81.4995925,10000,53.25932226
n226,n224,0.033468049,29.87924384,10000,37.76617064
n226,n230,0.01759,56.85048323,10000,29.08835101
n225,n222,0.008698877,114.9573625,10000,24.56033051
n225,n239,0.08408,11.89343482,10000,67.15765083
n224,n237,0.07948,12.58178158,10000,68.14237746
n224,n222,0.002928882,341.427205,10000,25.58341973
n224,n233,0.016953295,58.9855821,10000,93.58531644
n223,n232,0.08706,11.48633127,10000,58.80545952
n223,n219,0.02754,36.31082062,10000,37.95362616
n222,n218,0.01918,52.13764338,10000,68.00043967
n222,n221,0.06009,16.64170411,10000,36.25355413
n222,n232,0.11512,8.686587908,10000,78.42755426
n221,n218,0.0579,17.27115717,10000,35.42735604
n221,n220,0.03221,31.04625893,10000,12.98526171
n151,n146,0.017,58.82352941,10000,29.90973922
n151,n154,0.00701,142.6533524,10000,18.99856951
n151,n158,0.11528,8.674531575,10000,75.56563388
n151,n149,0.01796,55.67928731,10000,21.37987725
n150,n159,0.03026,33.04692664,10000,67.14298875
n150,n141,0.03501,28.56326764,10000,76.53250078
n152,n154,0.03349,29.8596596,10000,38.18757034
n155,n149,0.17768,5.628095453,10000,110.64156
n154,n146,0.007401737,135.10343,10000,41.83278206
n154,n144,0.0219,45.66210046,10000,91.09009316
n154,n157,0.05558,17.99208348,10000,195.7339605
n154,n156,0.04328,23.10536044,10000,29.26699405
n154,n149,0.01204,83.05647841,10000,40.26991124
n159,n136,0.0481,20.79002079,10000,129.676065
n818,n825,0.00608,164.4736842,10000,27.92542296
n818,n822,0.00808,123.7623762,10000,26.45151801
n819,n846,0.02078,48.12319538,10000,74.75618727
n819,n776,0.10217,9.787608887,10000,188.1663915
n819,n792,0.02331,42.9000429,10000,101.4884468
n819,n825,0.01156,86.50519031,10000,43.34760408
n819,n824,0.04182,23.91200383,10000,158.0988955
n810,n816,0.02803,35.67606136,10000,35.76260421
n811,n815,0.00507,197.2386588,10000,21.87408746
n813,n829,0.01048,95.41984733,10000,41.17331269
n814,n824,0.01515,66.00660066,10000,69.28049934
n815,n832,0.01758,56.88282139,10000,63.05554653
n815,n823,0.01164,85.91065292,10000,25.68296452
n816,n830,0.0389,25.70694087,10000,63.61329167
n816,n787,0.02829,35.34817957,10000,115.0061612
n816,n827,0.03208,31.17206983,10000,43.09282326
n816,n826,0.0233,42.91845494,10000,25.58934272
n816,n821,0.01225,81.63265306,10000,27.02618251
n816,n820,0.10009,9.991008093,10000,59.27360582
n817,n830,0.00514,194.5525292,10000,27.77333346
n1490,n1491,0.03523,28.38489923,10000,22.90079554
n1490,n1489,0.07686,13.01066875,10000,60.53508147
n1397,n1371,0.06725,14.86988848,347,72.00665793
n1397,n1395,0.02882,34.6981263,10000,26.79702922
n1397,n1394,0.05124,19.51600312,10000,40.80824404
n1397,n1345,0.10568,9.462528388,380,82.49136991
n1492,n1493,0.08967,11.15200178,10000,40.26587513
n1493,n1494,0.04163,24.0211386,10000,17.6194053
n1493,n1476,0.06725,14.86988848,10000,71.3433703
n1493,n1442,0.08647,11.56470452,10000,61.90847172
n1493,n1495,0.06405,15.6128025,10000,29.4092094
n1495,n1496,0.02562,39.03200625,10000,14.99830054
n1495,n1497,0.03202,31.23048095,10000,30.09234459
n1497,n1442,0.16973,5.891710364,10000,91.78908274
n1497,n1439,0.06405,15.6128025,10000,38.9914285
n1498,n1439,0.03523,28.38489923,10000,29.80389912
n1499,n1430,0.10248,9.758001561,10000,84.36133421
n1395,n1394,0.02882,34.6981263,10000,17.67363361
n1394,n1393,0.07045,14.19446416,10000,37.66152395
n1393,n1392,0.01664,60.09615385,10000,68.66868599
n1391,n1390,0.01601,62.4609619,10000,15.79399683
n1390,n1309,0.06725,14.86988848,347,37.49243714
n1128,n1115,0.08304,12.04238921,10000,70.45518549
n1128,n1134,0.05918,16.89760054,10000,41.07191863
n1129,n1133,0.013634452,73.34361343,10000,21.33883316
n1129,n1121,0.01842,54.2888165,10000,103.3731135
n1129,n1122,0.02172,46.04051565,10000,29.65230628
n1129,n1130,0.06423,15.56904873,10000,110.5004534
n1120,n1107,0.02202,45.41326067,10000,52.43545942
n1120,n1139,0.03159,31.65558721,10000,75.18656164
n1121,n1105,0.04967,20.13287699,10000,94.20578535
n1121,n1130,0.01642,60.90133983,10000,42.45599101
n1122,n1133,0.009128277,109.5496934,10000,49.08205776
n1122,n1088,0.04564,21.91060473,10000,195.8662848
n1122,n1113,0.02528,39.55696203,10000,44.40609249
n1122,n1112,0.07254,13.78549766,10000,60.89651247
n1122,n1119,0.08539,11.71097318,10000,58.84619828
n1123,n1125,0.05242,19.07668829,10000,35.96903285
n1123,n1126,0.0327,30.58103976,10000,24.21426842
n1124,n1118,0.12114,8.254911672,10000,46.73130655
n1125,n1104,0.13487,7.414547342,10000,115.3422594
n1126,n1117,0.03683,27.15177844,10000,53.73638151
n1127,n1131,0.03645,27.43484225,10000,26.41570526
n524,n523,0.03441,29.06131938,10000,22.42380052
n525,n519,0.03434,29.12055911,10000,27.60813128
n525,n523,0.01992,50.20080321,10000,26.54822486
n526,n528,0.06849,14.60067163,10000,38.64674848
n527,n518,0.05968,16.75603217,10000,48.51535453
n1018,n1024,0.01603,62.38303182,10000,26.8408576
n1018,n993,0.01299,76.98229407,1520,49.38511747
n1018,n1023,0.01792,55.80357143,10000,65.45053584
n1018,n985,0.01829,54.67468562,1750,57.70270174
n1018,n1015,0.06754,14.80604086,10000,94.11451976
n1018,n1016,0.03022,33.09066843,1000,60.51452169
n1018,n574,0.01176,85.03401361,1580,53.70926818
n1019,n1015,0.01338,74.73841555,10000,22.2873089
n522,n495,0.04201,23.80385622,10000,80.7983721
n522,n528,0.02571,38.89537145,10000,93.90972822
n522,n529,0.05475,18.26484018,10000,51.23170089
n523,n466,0.06879,14.53699666,10000,185.3922197
n523,n519,0.07335,13.63326517,10000,46.95585232
n523,n520,0.01473,67.88866259,10000,58.2418145
n523,n505,0.02324,43.0292599,10000,99.06893743
n1014,n1015,0.01721,58.10575247,10000,18.85662539
n1014,n1016,0.01405,71.17437722,10000,22.82130416
n1015,n1013,0.01596,62.6566416,10000,63.8097177
n1017,n1219,0.01049,95.32888465,900,43.9446758
n1017,n1026,0.01897,52.71481286,10000,78.13541724
n1017,n1010,0.0126,79.36507937,10000,67.37271607
n1012,n1011,0.01782,56.11672278,10000,23.31168544
n1012,n1022,0.04007,24.95632643,10000,49.58537658
n1013,n1007,0.05314,18.81821603,10000,70.44723185
n1013,n1025,0.01601,62.4609619,10000,57.52678991
n1013,n1009,0.08739,11.44295686,10000,114.0385743
n1234,n1233,0.04399,22.73243919,10000,53.66921924
n1235,n1236,0.0305,32.78688525,10000,22.73461997
n1235,n1239,0.23612,4.235134677,10000,160.1590341
n1235,n1228,0.14769,6.770939129,10000,113.2050115
n1236,n1233,0.07857,12.72750414,10000,55.28223368
n1237,n1239,0.04945,20.22244692,10000,91.46246213
n1237,n1233,0.05974,16.73920321,10000,124.3182101
n1230,n1227,1.00E-05,100000,10000,26.93905201
n1230,n1355,0.0126,79.36507937,1264,67.64732798
n1231,n1232,0.02251,44.42470013,10000,17.28675388
n1231,n1369,0.07045,14.19446416,316,60.60899568
n1232,n1228,0.03975,25.1572327,10000,124.9530038
n1233,n1229,0.04506,22.19263205,10000,92.08789293
n1238,n1239,0.01779,56.21135469,10000,23.12927301
n1239,n1352,0.05575,17.93721973,1329,164.168535
n1239,n1240,0.03121,32.0410125,10000,40.03096954
n1239,n1254,0.06011,16.63616703,10000,110.9530811
n1239,n1242,0.04494,22.25189141,10000,28.34908559
n438,n466,0.048683754,20.54073295,10000,79.52036719
n438,n445,0.02751,36.35041803,10000,22.39808737
n439,n443,0.04955,20.18163471,10000,33.05264989
n436,n447,0.005837152,171.3164149,10000,28.60830386
n437,n470,0.01678,59.59475566,10000,92.58789538
n434,n441,0.01994,50.15045135,10000,27.6237964
n435,n449,0.00814,122.8501229,10000,46.69640739
n432,n405,0.01358,73.6377025,10000,77.82535061
n433,n458,0.10221,9.783778495,10000,82.74985103
n433,n453,0.07514,13.30849082,10000,64.622401
n433,n403,0.11535,8.669267447,10000,91.25443971
n433,n456,0.11544,8.662508663,10000,85.56569832
n431,n443,0.01883,53.10674456,10000,41.60859748
n238,n264,0.02362,42.33700254,10000,89.73296763
n238,n261,0.05575,17.93721973,10000,43.12872007
n238,n260,0.01834,54.52562704,10000,69.05213506
n238,n235,0.003349993,298.5081277,10000,23.33704676
n238,n231,0.00737,135.6852103,10000,33.40395641
n239,n237,0.016304444,61.33297216,10000,29.42681063
n236,n232,0.05279,18.94298163,10000,35.43451203
n237,n230,0.07414,13.48799568,10000,50.39924004
n231,n232,0.01781,56.14823133,10000,61.75796346
n232,n219,0.02157,46.36068614,10000,92.46158548
n232,n264,0.008162095,122.5175652,10000,76.50902485
n1,n2,0.011732495,85.23336106,10000,59.08508539
n1,n79,0.02073,48.23926676,1260,35.4355882
n146,n145,0.01077,92.85051068,10000,18.13970157
n146,n148,0.019322582,51.75291763,10000,22.9823519
n146,n149,0.019613415,50.98551144,10000,25.15303906
n147,n145,0.01845,54.20054201,10000,28.07491202
n147,n116,0.06756,14.80165779,10000,138.5263232
n147,n140,0.03363,29.73535534,10000,51.07643624
n147,n149,0.02037,49.09180167,10000,26.01857946
n142,n149,0.09905,10.09591116,10000,67.06356927
n143,n131,0.08289,12.06418145,10000,66.63090646
n141,n138,0.005821089,171.7891653,10000,27.61417881
n141,n118,0.02375,42.10526316,10000,104.8957078
n141,n134,0.02836,35.26093089,10000,51.18967949
n939,n949,0.02155,46.4037123,10000,26.78946634
n938,n925,0.05944,16.82368775,10000,50.46291177
n938,n949,0.02608,38.34355828,10000,43.30155816
n933,n950,0.05028,19.88862371,10000,77.85148511
n933,n917,0.0446,22.42152466,10000,68.94678917
n933,n937,0.03066,32.61578604,10000,41.09385481
n933,n935,0.04117,24.28953121,10000,54.7945244
n932,n911,0.02702,37.0096225,10000,116.9873814
n932,n945,0.00888,112.6126126,10000,47.88201554
n932,n943,0.02515,39.76143141,10000,92.16583807
n932,n940,0.009398282,106.4024274,10000,35.94341798
n932,n922,0.00803,124.5330012,10000,45.89663834
n932,n924,0.01849,54.08328826,10000,33.55620921
n932,n931,0.11579,8.63632438,10000,58.9042205
n931,n941,0.05981,16.71961211,10000,43.37472285
n930,n937,0.08197,12.19958521,10000,99.12748122
n930,n926,0.02296,43.55400697,10000,29.97709087
n937,n928,0.00744,134.4086022,10000,28.22424921
n937,n921,0.01699,58.85815185,10000,79.42814247
n937,n953,0.01197,83.54218881,10000,84.69370721
n936,n605,0.02984,33.51206434,1960,34.78204591
n936,n929,0.01425,70.1754386,10000,24.58165192
n936,n948,0.05271,18.97173212,10000,40.27319037
n935,n946,0.00758,131.9261214,10000,40.62819213
n935,n923,0.00743,134.589502,10000,38.25766853
n935,n951,0.02484,40.25764895,10000,107.9682531
n934,n921,0.01691,59.13660556,10000,62.04623921
n934,n945,0.03705,26.99055331,10000,62.04050708
n829,n824,0.01097,91.15770283,10000,36.7662855
n829,n849,0.02553,39.16960439,10000,84.76924558
n829,n835,0.00857,116.6861144,10000,29.53728763
n828,n830,0.03235,30.91190108,10000,35.62958062
n828,n826,0.03069,32.58390355,10000,18.37600389
n824,n837,0.03457,28.92681516,10000,120.4999187
n824,n849,0.01853,53.96654074,10000,74.63268456
n827,n841,0.01802,55.49389567,10000,41.82708546
n826,n833,0.01492,67.02412869,10000,20.43992988
n821,n838,0.01987,50.32712632,10000,44.01880947
n820,n836,0.0325,30.76923077,10000,44.41391866
n820,n822,0.01649,60.64281383,10000,31.03067995
n823,n843,0.00867,115.3402537,10000,60.39555247
n823,n834,0.00523,191.2045889,10000,34.50187023
n822,n797,0.01776,56.30630631,10000,89.25845958
n822,n831,0.0095,105.2631579,10000,34.56541878
n1483,n1430,0.20496,4.879000781,10000,68.3699819
n1482,n1430,0.00961,104.0582726,10000,24.96317259
n1481,n1480,0.00641,156.0062403,10000,11.93324474
n1481,n1443,0.02562,39.03200625,10000,41.65404644
n1480,n1430,0.17293,5.782686636,10000,181.7948842
n1487,n1486,0.06085,16.43385374,10000,43.67984193
n1487,n1430,0.05444,18.36884644,10000,37.28208472
n1486,n1485,0.11209,8.921402444,10000,53.53864826
n1485,n1484,0.1345,7.434944238,10000,66.48316318
n1484,n1430,0.36508,2.739125671,10000,110.6993696
n1489,n1488,0.08647,11.56470452,10000,44.92903203
n1488,n1430,0.09607,10.40907671,10000,73.20140486
n797,n788,0.00896,111.6071429,10000,51.52383185
n796,n795,0.03467,28.84338044,10000,41.95091516
n796,n794,0.01517,65.91957811,10000,18.12003729
n795,n793,0.00459,217.8649237,10000,17.96008783
n795,n789,0.02024,49.40711462,10000,33.2686255
n795,n799,0.0186,53.76344086,10000,22.11464642
n793,n787,0.02608,38.34355828,10000,78.04172768
n792,n776,0.02589,38.62495172,10000,86.81869822
n791,n785,0.08865,11.28031585,10000,52.95639967
n791,n798,0.05279,18.94298163,10000,39.42836346
n790,n784,0.00747,133.8688086,10000,27.86893691
n790,n787,0.00528,189.3939394,10000,20.14751435
n799,n798,0.01347,74.23904974,10000,17.36050986
n1270,n1269,0.01163,85.98452279,10000,21.51071468
n1270,n1267,0.02181,45.85052728,10000,97.24152417
n1270,n1272,0.01551,64.47453256,10000,77.15246641
n1271,n1269,0.00679,147.275405,10000,24.6758381
n1271,n1314,0.00533,187.6172608,10000,29.14467521
n1271,n1272,0.01891,52.88207298,10000,92.8853611
n1272,n1273,0.00291,343.6426117,10000,31.56543989
n1272,n1313,0.00533,187.6172608,10000,25.56494006
n1139,n1131,0.04274,23.39728591,10000,73.9769036
n1139,n1134,0.01512,66.13756614,10000,22.93528767
n1273,n1274,0.01697,58.92751915,10000,102.4655784
n1133,n1136,0.01312,76.2195122,10000,18.96346392
n1133,n1131,0.14696,6.804572673,10000,94.0609766
n1132,n1130,0.03909,25.58199028,10000,72.16959307
n1131,n1135,0.0552,18.11594203,10000,33.26468606
n1136,n1138,0.02439,41.00041,10000,9.195003672
n1135,n1134,0.08942,11.1831805,10000,55.21717393
n1277,n1278,0.01454,68.77579092,10000,72.45176199
n1277,n1269,0.03636,27.50275028,600,84.97544882
n519,n505,0.08048,12.42544732,10000,53.55833995
n519,n507,0.04138,24.1662639,10000,31.67829349
n518,n503,0.03503,28.54695975,10000,32.71978145
n1009,n1011,0.04024,24.85089463,10000,52.98764841
n1009,n1008,0.02018,49.55401388,10000,26.82248937
n1007,n1004,0.01925,51.94805195,10000,33.6797315
n1006,n999,0.03454,28.95193978,10000,51.82551607
n1006,n1011,0.07008,14.26940639,10000,97.01573835
n1005,n1004,0.02469,40.50222762,10000,67.67335955
n1005,n1001,0.02118,47.21435316,10000,25.7385417
n1004,n994,0.0203,49.26108374,900,40.40363424
n1004,n951,0.03237,30.89280198,920,46.56336887
n1004,n1030,0.04117,24.28953121,460,68.41153154
n515,n495,0.10109,9.892175289,10000,66.21843629
n515,n39,0.08438,11.85114956,420,53.82047858
n1002,n996,0.08666,11.53934918,10000,112.2243726
n1002,n1000,0.02438,41.01722724,10000,26.0718987
n1227,n1229,0.09387,10.65303079,10000,255.7795698
n622,n620,0.01074,93.10986965,10000,41.74750798
n622,n625,0.00537,186.2197393,10000,26.68619421
n620,n618,0.00937,106.7235859,10000,36.48620523
n627,n899,0.02275,43.95604396,3160,46.22156774
n627,n628,0.00492,203.2520325,10000,26.82964907
n627,n626,0.00679,147.275405,10000,25.65453433
n627,n625,0.00969,103.1991744,10000,44.16083014
n626,n624,0.00605,165.2892562,10000,54.5811706
n1229,n1241,0.02799,35.72704537,1246,63.5296211
n1228,n1241,0.0335,29.85074627,297,48.2388093
n1228,n1369,0.14091,7.096728408,297,169.5236074
n2,n6,0.007836094,127.6146039,10000,40.04842369
n11,n9,0.05734,17.43983258,10000,28.6607257
n11,n13,0.03911,25.56890821,10000,19.49316592
n10,n12,0.04151,24.09058058,10000,26.85362245
n10,n6,0.06738,14.84119917,10000,57.19925089
n13,n9,0.06538,15.29519731,10000,45.76449896
n13,n15,0.051416263,19.44909916,10000,66.79204528
n12,n15,0.04595,21.76278564,10000,31.53708675
n15,n14,0.0239,41.84100418,10000,31.64030289
n15,n17,0.07751,12.90156109,10000,62.83484894
n15,n16,0.05326,18.77581675,10000,31.87135664
n17,n20,0.026533541,37.6881477,10000,39.37855999
n17,n16,0.05277,18.95016108,10000,31.05531867
n19,n18,0.02887,34.63803256,10000,49.46838061
n19,n20,0.03769,26.53223667,10000,65.76591506
n201,n183,0.05611,17.82213509,10000,121.6527894
n201,n196,0.068,14.70588235,10000,50.53326716
n201,n198,0.03227,30.98853424,10000,24.7811872
n201,n200,0.01162,86.05851979,10000,11.65146694
n200,n207,0.0553,18.08318264,10000,97.6172355
n203,n212,0.05509,18.15211472,10000,74.63745477
n203,n214,0.10994,9.095870475,10000,85.90001891
n203,n215,0.02369,42.21190376,10000,124.9308948
n203,n199,0.008055939,124.1320242,10000,44.97604502
n202,n199,0.069642597,14.35902804,10000,65.07617106
n205,n208,0.022176975,45.09181157,10000,59.92601281
n205,n204,0.03279,30.49710278,10000,17.94199787
n205,n207,0.09817,10.18641133,10000,187.949709
n204,n194,0.12498,8.001280205,10000,99.09284301
n204,n206,0.0417,23.98081535,10000,21.64328691
n207,n192,0.07307,13.68550705,10000,149.3981161
n206,n211,0.05144,19.44012442,10000,34.51397863
n209,n211,0.10143,9.85901607,10000,59.50079722
n208,n215,0.018457858,54.17746636,10000,78.4145204
n208,n210,0.01596,62.6566416,10000,22.90862352
n208,n193,0.05739,17.42463844,10000,137.0459524
n928,n917,0.00944,105.9322034,10000,41.79084932
